component 1,component 2,component 3,component 4,component 5,class
4.4216156,8.507237,6.5655413,7.0495796,2.2098765,GALAXY
6.223831,8.159158,9.924583,6.6649947,3.848815,GALAXY
5.3210583,10.5608225,5.889956,4.176189,4.1183877,STAR
7.1557937,4.894086,5.591869,0.322418,3.37893,STAR
3.8935497,1.1811863,0.27605543,7.198207,3.8817139,GALAXY
6.5419636,7.037088,0.74266416,0.88519937,4.484285,GALAXY
6.2474604,6.790015,3.5704675,-0.33008048,5.226512,STAR
0.73582906,6.0984125,5.214595,3.492451,4.0749707,GALAXY
4.7660956,1.2172952,1.4937166,7.733842,1.8957198,QSO
4.5927386,3.218934,1.6523579,8.17685,5.2958355,STAR
4.745762,5.2324476,6.4231167,3.6413913,9.987178,GALAXY
2.5470939,10.6650915,5.9917603,4.334761,4.233264,GALAXY
5.8090024,4.5480933,8.72239,6.2990727,1.611787,GALAXY
2.0640442,8.235985,7.8049507,6.877889,5.245214,GALAXY
4.0418644,8.071325,8.414301,5.8352876,3.5878596,GALAXY
5.6609306,3.130258,4.653573,3.3879282,10.3976145,GALAXY
5.307301,4.8126545,6.5330057,3.1001513,10.814478,GALAXY
1.6714706,9.396773,5.279688,2.168434,4.6538644,GALAXY
4.6334014,3.4962242,2.1644769,8.090214,5.491157,QSO
6.9117274,8.847292,5.8110013,6.3529205,5.505228,GALAXY
5.3595104,3.8684103,2.3782246,7.216334,8.265615,GALAXY
3.2117288,6.248736,7.5596733,2.556066,3.2062287,STAR
4.9750643,3.9359248,6.7461452,5.029829,0.7042656,GALAXY
2.1949716,2.3224454,3.1998534,8.06026,7.2521386,GALAXY
9.538815,2.0450232,3.6722374,6.146813,1.9680496,GALAXY
3.7566116,3.5243175,7.526544,5.0969114,9.458965,GALAXY
7.633285,4.091931,5.6867294,0.7552547,2.91783,GALAXY
9.474298,3.6087387,3.4339914,6.275817,0.5119197,QSO
8.11774,5.5626864,2.4279246,2.3740706,3.0198548,GALAXY
2.9066775,2.2198029,3.4636023,7.8408394,7.4027524,GALAXY
3.921962,4.543437,7.034059,4.611863,9.53861,GALAXY
8.665877,3.3404174,5.682099,1.2472465,1.1165391,STAR
2.1416335,6.153685,8.76288,3.5419884,2.2784379,GALAXY
-0.060063493,6.1003237,6.324166,4.3417044,5.106751,GALAXY
9.093962,2.6615841,4.9838514,2.685627,1.2855785,STAR
9.307757,3.1832385,2.7128396,7.3546324,1.6070298,QSO
5.7927284,1.8213171,5.886504,5.1423907,10.924744,GALAXY
5.922706,7.2588058,4.7007866,-1.2162428,3.8079166,GALAXY
6.267708,2.1709633,3.6990082,4.36043,10.748318,GALAXY
5.2125344,1.4424444,7.0712357,6.306503,9.729531,GALAXY
3.7760375,0.87244934,1.4371068,6.952056,2.5078988,QSO
4.537243,3.5783255,1.7986687,8.047571,5.779781,STAR
0.7185528,6.321609,5.115693,3.4915507,3.9500215,GALAXY
2.4500694,2.1192274,0.26659596,7.844431,4.777719,STAR
4.406483,4.864929,7.1757946,3.915178,10.44058,GALAXY
1.2010672,9.159028,5.7578216,3.7255821,4.3054113,GALAXY
5.915925,9.173776,6.3276577,6.4449606,6.49643,GALAXY
6.126951,5.382765,5.127671,2.8932312,9.495577,GALAXY
8.842121,2.5808253,4.0116696,5.8996434,1.197904,QSO
3.792741,2.2269285,6.7394643,6.1914415,7.823968,GALAXY
6.9084516,5.1316843,5.9095445,5.187812,1.3346138,STAR
2.3168721,3.0187201,1.2284471,8.147337,6.192498,QSO
6.664871,6.248632,4.1096196,1.9335518,4.6946654,STAR
8.823381,3.4671063,4.9157887,3.2059858,0.13393779,QSO
5.040533,11.402295,6.9928284,4.8942676,4.167581,GALAXY
5.8369107,8.3578,10.003451,6.7482595,3.9481301,GALAXY
0.7512782,7.829045,8.847063,6.0201044,3.2796555,GALAXY
3.4835203,3.460888,2.0913613,8.298832,6.0583754,QSO
7.20942,2.4512434,1.6326979,8.208142,1.809483,QSO
2.0520031,1.9462814,3.2566261,7.595317,5.935198,QSO
3.2443871,7.0668745,7.7221665,5.3932214,1.491927,GALAXY
2.9548552,3.255297,1.1951872,8.289639,5.965676,QSO
4.3427405,2.051864,3.7009923,7.7906933,8.560468,GALAXY
5.447786,7.486281,2.1819263,-0.4965966,4.260615,STAR
5.582286,3.2599347,2.543775,7.0146956,8.975749,GALAXY
5.5334554,7.5139933,1.559158,-0.3538133,4.6572866,STAR
5.760519,8.1865015,6.5119996,3.7672882,3.8255653,STAR
4.042235,8.50879,6.770869,7.118744,1.8571126,GALAXY
4.7701244,3.8660107,2.2911456,7.757985,7.9053674,STAR
4.3174396,8.597889,6.681434,6.8218617,5.437409,GALAXY
3.981017,6.12762,7.1376257,4.610077,9.286208,GALAXY
5.5649614,9.30799,6.197747,7.26547,4.6579857,GALAXY
5.321093,7.7262583,7.126861,4.2060094,9.569228,GALAXY
5.4890184,4.230607,8.171795,5.9546385,1.1686614,STAR
5.5725245,7.5250096,2.3517678,-0.64120346,4.671332,GALAXY
2.916047,7.6097393,7.094491,5.1480274,3.4040751,GALAXY
1.9082333,3.4464524,7.6895304,5.757331,6.434558,GALAXY
6.8282223,9.349907,6.6579,5.280407,8.0793295,GALAXY
7.0863466,5.3694057,5.9869046,0.11864482,1.6265633,GALAXY
4.1208158,2.782903,7.671331,5.3461013,9.602603,GALAXY
6.879877,2.6679168,3.138369,3.3062444,10.506065,GALAXY
6.900494,5.7817154,6.0077024,-0.89638066,3.4593563,QSO
6.349651,2.2561362,3.0013938,5.603093,10.361775,GALAXY
5.2006693,2.0716398,2.7262468,7.7025633,2.3091047,GALAXY
1.8010637,2.0865295,2.2569318,7.6145296,5.0087905,GALAXY
6.482483,2.867526,2.5868695,5.086339,9.805411,GALAXY
5.544145,3.1747546,4.9153404,3.2303119,10.543452,STAR
4.8774767,3.9611661,6.4340363,4.778885,0.7984752,GALAXY
5.8422785,7.349095,2.5017734,-0.48313352,5.205971,STAR
7.201281,6.801716,5.654461,2.551532,9.441808,GALAXY
6.5586824,4.1186676,4.5127296,1.9625145,10.320968,STAR
5.101503,1.1837666,0.25021946,7.836067,3.5008779,QSO
6.3112564,1.3232694,0.78436345,8.556323,2.1327035,QSO
0.04582198,7.7287035,8.646348,3.6133332,3.8564832,GALAXY
6.482165,3.7482228,3.92999,5.418624,4.5650897,STAR
5.7511134,2.3698337,5.817561,4.1747093,11.176633,GALAXY
3.9053495,2.0858688,0.5250485,8.658089,4.421293,STAR
7.2210655,3.6747086,3.5985625,5.585079,1.3073868,GALAXY
6.2933283,4.7947416,3.1110234,6.3358397,6.8822203,STAR
7.323637,9.2776375,6.266914,5.5119514,7.3945675,GALAXY
7.0910544,8.671987,5.8429003,5.797064,6.423154,GALAXY
5.80566,1.7177587,5.868162,5.44141,10.777752,GALAXY
5.6657195,7.500098,2.6358087,-0.78229606,4.9975166,STAR
2.333671,8.244907,7.690098,6.9933486,3.5263546,GALAXY
4.3951526,1.4396579,1.2385497,8.912296,3.035899,QSO
4.4065704,9.014837,6.627691,7.246736,4.9758,GALAXY
8.600687,5.442805,3.8852189,3.9788954,2.7559378,STAR
4.547366,0.8562598,0.40343195,7.258577,2.3817687,QSO
8.472919,6.380556,1.1164106,2.169036,3.6964886,GALAXY
3.923384,1.4204926,2.1139317,7.663769,2.549122,GALAXY
4.125067,2.9793122,6.811551,5.351136,9.187724,STAR
5.351463,10.994201,7.877769,5.2580104,4.140354,GALAXY
8.914107,4.0583887,3.4476678,5.3119774,0.39814076,QSO
4.236195,1.4202051,2.5722513,6.8054585,3.2680938,GALAXY
6.608383,3.4426312,2.4924157,5.291762,9.291919,GALAXY
6.8900986,2.0647306,1.9159349,8.909638,1.7165741,QSO
5.8244534,9.327159,6.0927362,7.243157,4.60612,GALAXY
2.6274457,2.124434,3.3618507,7.5871196,5.9803305,QSO
1.4093764,4.7757974,8.378732,5.7070255,7.6806374,STAR
4.2395196,4.53473,8.355963,6.1386414,1.8321831,GALAXY
6.7528343,1.310272,1.8954587,8.971392,3.8604262,STAR
0.9546878,7.3175282,5.3435683,3.9420907,3.6978707,GALAXY
5.8835487,4.560839,8.494356,6.13207,1.5105333,GALAXY
3.45647,2.126097,0.45488867,8.022122,4.7835627,QSO
5.009834,2.7944732,5.511795,4.709468,9.927834,GALAXY
4.1653113,8.151382,6.7816286,6.705697,1.8100259,STAR
6.546588,5.033909,3.404316,5.944742,6.967117,GALAXY
8.828635,2.7183325,2.6340332,8.263383,1.8440281,QSO
9.435465,3.7154393,3.792361,5.2211356,0.099014275,QSO
5.9569764,2.3160138,5.1101317,3.95217,11.1610565,GALAXY
1.5780296,6.7881303,9.083639,5.207142,1.5545431,GALAXY
2.7023158,1.4791914,3.0319667,7.207579,6.4792047,GALAXY
0.36759242,9.307983,5.9136753,3.5065355,4.4487543,GALAXY
7.608276,6.9825077,0.9574877,2.0641973,4.6136947,STAR
0.34740326,6.925506,6.5713935,4.435992,4.9291005,STAR
6.9040103,2.7064734,2.4791555,4.7373257,10.132552,GALAXY
9.2895975,3.6680982,3.1643484,6.154671,0.79902065,QSO
6.33064,9.700828,9.266051,5.981428,4.0816274,GALAXY
9.322944,3.8303804,3.2225347,6.185047,0.73993367,GALAXY
2.0076463,5.8826656,4.774802,2.8591182,3.60399,GALAXY
3.7883222,7.052001,6.567685,2.6286027,3.703209,GALAXY
7.1288,6.406705,5.736676,4.3450165,3.184878,STAR
8.126154,4.5486555,4.5387945,3.3437471,-0.048619203,QSO
6.6916285,1.7991331,2.2346284,8.229611,4.102374,STAR
7.469479,5.7211466,5.981672,0.4500237,0.4526665,QSO
6.088956,9.094124,6.5134788,5.8021216,7.473427,GALAXY
4.721898,2.3676457,3.4759436,7.6180263,8.854914,QSO
2.212054,1.2286904,0.87313414,6.505787,4.34386,QSO
4.053282,3.0413122,3.0995612,7.570588,7.7964044,QSO
3.7139323,4.781882,7.8309026,4.7181735,9.9051,GALAXY
1.37008,6.8562984,8.551647,3.2367754,3.1258397,STAR
3.5957344,1.6313055,5.653227,6.65392,5.9774413,GALAXY
5.6360865,10.626836,6.2534933,4.3111916,4.075753,GALAXY
8.663257,5.945432,2.620262,3.0442328,3.4080446,GALAXY
3.683967,1.1238081,1.2176485,8.178547,2.4311054,QSO
1.4646919,4.159495,6.6107354,4.731947,5.0691843,GALAXY
1.9187886,1.0417488,1.300682,6.806282,3.8166604,QSO
1.6376578,2.1088321,2.5351775,7.8137994,6.9655137,QSO
3.582627,8.240014,5.357563,2.4627838,4.2483134,GALAXY
1.2847093,7.791261,8.200338,6.318386,4.266357,GALAXY
5.7761755,9.645466,6.3604074,7.108359,5.7785444,GALAXY
0.10664755,5.121118,6.9998193,4.7687182,5.688621,GALAXY
5.290069,3.3879776,5.2499604,3.3781388,10.41928,GALAXY
3.8791118,1.8019975,7.9254355,6.3214006,8.216146,GALAXY
7.488294,2.9043922,1.9568889,8.568941,1.6941022,QSO
5.6524606,7.128683,4.566866,-0.65605915,2.8538473,QSO
7.9780145,7.7346487,5.4901342,4.351143,7.7694716,GALAXY
5.1791015,1.2601546,1.2869391,7.8260646,1.7117147,QSO
6.715925,6.67415,5.947216,-0.5733433,1.404422,QSO
1.8039533,7.7737937,8.399567,6.639382,1.6851556,GALAXY
5.3843017,8.343421,9.837793,6.6836514,3.9204438,GALAXY
8.278052,2.7013493,1.9867349,8.484897,1.8039752,QSO
6.657689,8.076167,9.663673,6.3970795,3.7453299,GALAXY
0.8935205,5.1658463,6.521578,4.5096817,5.2536793,GALAXY
0.972448,6.6794233,8.99062,2.6838322,3.2660024,GALAXY
7.290465,5.3436823,5.549311,1.9499686,10.52122,GALAXY
0.05730241,8.59236,6.691181,3.5027428,4.509155,GALAXY
7.602924,8.895934,6.358571,4.5375614,8.308146,GALAXY
1.4581094,1.7074196,1.4576133,7.51227,4.148805,QSO
1.507091,4.573822,7.936824,5.6201515,7.159612,STAR
1.0752755,4.8167763,7.0834246,5.102987,5.869898,STAR
6.656864,7.827288,5.951822,4.4591756,8.105699,GALAXY
4.787216,1.0347273,6.0260243,7.3759418,8.457048,GALAXY
6.2212687,10.171099,8.634418,5.542105,4.05514,STAR
6.8676243,1.8221558,2.4403553,8.071526,4.0120325,GALAXY
6.8812523,3.1651304,3.526084,2.401636,10.370408,GALAXY
1.2464728,6.9545026,8.205719,1.9281945,3.7757604,GALAXY
2.693671,3.0119674,2.3607702,8.184576,6.0536985,QSO
1.8892981,4.2060733,8.467076,5.715946,7.964073,GALAXY
4.0091777,1.696705,3.440575,6.7996807,3.945992,GALAXY
9.529749,3.022147,3.0142672,6.8513713,1.48081,QSO
5.6519446,9.530282,6.221975,7.360485,4.895613,GALAXY
1.7157521,4.269375,6.427938,4.5787654,4.964624,GALAXY
0.51760125,5.627075,5.471499,3.518326,4.365288,GALAXY
5.2696414,6.585609,3.1686964,0.9078545,3.087645,QSO
4.9297147,3.252071,5.3685336,4.5819907,9.596155,GALAXY
6.8150873,8.342178,9.126922,5.919694,3.6783082,GALAXY
5.3376875,2.921268,5.25796,3.816774,10.518126,GALAXY
1.189174,7.1207914,8.511779,3.775679,3.2167273,STAR
5.6266966,11.078433,6.766577,4.6768003,4.14058,GALAXY
5.612264,4.174854,6.169352,4.8054504,0.7734925,GALAXY
5.400605,1.8748516,2.3908281,7.9393997,1.9166617,GALAXY
5.2326803,0.94857293,0.37261516,7.911421,2.123311,QSO
1.6934328,2.125942,1.5421478,7.826375,4.525631,STAR
6.559973,2.9459844,2.9988766,3.8779964,9.965971,GALAXY
7.590234,5.1580076,3.3262615,2.9720316,2.6736386,GALAXY
6.0074983,1.6805013,5.704357,5.444385,10.916013,GALAXY
4.879708,7.8518505,6.614213,5.368791,7.7329264,STAR
6.386797,1.7082094,4.165386,6.4560056,10.611146,GALAXY
0.17827208,7.4225545,7.90946,5.5202293,5.339253,GALAXY
8.239848,2.7549536,2.3439984,8.639822,1.8432008,QSO
5.8870225,10.054868,9.068661,5.8990374,4.1224966,GALAXY
3.4732432,3.489947,8.215106,5.3225827,9.412088,GALAXY
9.500454,3.8902295,3.2725892,5.9920487,0.61527973,QSO
2.9247055,3.5647583,8.301257,5.594046,8.657323,GALAXY
6.101088,9.827379,6.8832865,4.3881307,3.9075558,GALAXY
6.9418936,6.404239,6.6180425,4.530117,3.0961084,STAR
1.1984282,8.015957,8.658222,6.6757307,2.6764674,GALAXY
9.495723,2.3761964,3.0608807,7.1775126,2.0062077,GALAXY
3.6175332,3.6560662,1.9549973,8.34231,6.2255135,QSO
3.9231498,8.424601,7.211604,6.210751,7.3807516,GALAXY
5.099283,10.600478,8.422773,5.6249323,4.181907,GALAXY
6.6469045,6.0241446,5.1052947,-0.5883213,4.3838377,QSO
8.700312,6.647182,2.230773,3.2599704,3.9181774,STAR
5.9550934,8.856301,6.274486,6.099578,6.670563,GALAXY
6.132012,10.246956,8.544215,5.534528,4.079254,GALAXY
4.8851724,1.5987386,1.8121741,8.672178,2.894621,QSO
2.7246811,1.3163348,3.361293,6.9282117,5.760824,GALAXY
3.5684457,2.3982584,3.2314193,8.028491,8.181575,STAR
7.389297,8.751216,6.4215717,4.3244047,8.554128,GALAXY
7.985543,5.6525807,4.6722383,2.099379,9.535826,GALAXY
5.7583013,4.283049,2.559376,6.7727227,7.9369993,GALAXY
5.19766,2.1414292,6.5490565,5.141545,10.460701,GALAXY
5.1365952,8.18673,9.72662,6.632676,3.8441885,GALAXY
5.780953,5.635214,4.0284805,3.0485132,2.7213302,QSO
6.5705547,6.881534,0.48304904,0.8367374,4.047466,STAR
1.4991674,4.13975,8.297968,5.7280455,7.3560843,GALAXY
6.425504,8.902431,9.621487,6.2933784,3.9694548,GALAXY
6.403889,6.6568127,6.161017,3.5619507,3.8089886,STAR
4.399156,1.106078,1.2332749,8.4935465,2.107069,QSO
6.6875443,2.298221,2.8746626,5.0343914,10.504937,GALAXY
1.9741389,1.3999096,0.40078795,7.299223,3.9354162,QSO
1.6518993,1.7359655,1.0902679,7.0669694,5.519115,QSO
7.640438,5.545616,5.8224444,0.60007536,0.32878548,QSO
4.9700627,5.3890147,9.739348,7.1059003,2.786098,GALAXY
6.954366,6.280118,5.7615356,0.16661644,0.87084365,QSO
6.8375983,5.6072893,7.076165,5.3522587,1.9996678,STAR
5.788522,2.1344237,3.5085948,7.209443,9.67275,GALAXY
5.8845496,6.893786,4.7817354,-0.63145274,2.990037,QSO
0.8065156,8.028374,7.553564,2.5738182,4.1067734,GALAXY
8.379173,4.573391,4.592141,3.1012843,-0.28187633,QSO
5.6314473,4.126539,2.672351,6.761982,7.9675255,GALAXY
4.106702,1.6165148,4.4191976,6.9688754,6.5967073,GALAXY
7.5836835,4.3822846,4.22219,3.937652,0.48327717,GALAXY
5.357723,6.16832,4.698601,1.0912734,2.242518,GALAXY
7.0464897,5.502673,6.1545568,-0.5908457,2.7617848,STAR
0.2370677,6.0803847,7.4889317,5.321152,6.1707177,GALAXY
5.307213,4.2655334,8.863123,6.4655395,1.5516146,GALAXY
0.2540067,8.110132,7.774846,3.405062,4.206302,GALAXY
6.7911854,9.362147,6.0812297,6.444112,6.153804,STAR
7.366809,6.8291645,0.43091837,1.5527738,4.2290444,STAR
3.397568,1.2878768,3.0255396,6.838594,4.054851,GALAXY
9.533363,3.5080276,4.517935,3.3930972,-0.045957103,QSO
3.6465344,8.29893,7.35658,6.219138,7.3586597,GALAXY
2.0938203,5.031732,8.109247,5.623707,8.124022,GALAXY
6.4290485,6.878997,5.783334,-0.93902326,2.1471477,QSO
6.332744,1.8254567,4.318394,4.8415513,11.105171,GALAXY
3.9912858,7.8830233,6.9399343,5.933641,7.1787367,STAR
3.0574849,2.5907197,6.5315714,6.1475267,5.7294283,QSO
5.6816964,2.0669127,3.7665777,6.965863,9.833924,GALAXY
5.418126,2.2925377,4.6498713,5.505172,9.916225,GALAXY
1.6038227,6.9886556,8.820095,5.2093763,1.942862,GALAXY
6.8518887,7.0762606,9.234411,6.164176,3.2557497,GALAXY
3.507411,1.2563304,2.6474664,6.635818,3.7026072,QSO
5.719973,4.2195954,2.8081267,6.595417,7.790256,STAR
6.192695,1.7475221,4.700445,4.889437,11.126893,GALAXY
7.194596,6.0620747,1.9968987,1.8658721,3.1878755,GALAXY
2.365581,7.3654456,6.5186405,1.5337603,4.2548714,GALAXY
3.5096726,3.9394193,7.475571,5.1342034,9.129978,STAR
7.339945,5.689574,5.5341964,1.0858818,0.24476966,QSO
7.348122,3.7098095,4.9244404,2.7704744,3.4670389,STAR
3.5145516,7.568937,7.3610377,6.074835,1.3741229,GALAXY
7.0259633,4.7903204,5.170408,1.8282837,10.554997,GALAXY
4.948921,1.5232148,7.3554354,6.2614584,9.491337,GALAXY
3.3538327,11.236011,5.160922,4.069324,4.400761,GALAXY
4.527318,1.6664438,6.595384,6.462712,8.654775,GALAXY
3.4830673,2.802458,7.1752334,5.874889,7.939492,GALAXY
3.6411765,8.703672,7.874046,5.4387712,3.7090716,GALAXY
0.87513727,7.6651416,8.008344,2.990115,3.8135157,STAR
4.5266333,2.27764,7.8285465,5.55333,9.842284,GALAXY
9.575709,4.0207863,4.5365763,2.827819,-0.00236756,QSO
1.87455,3.4023197,8.261726,5.866834,7.079741,GALAXY
7.0535164,2.7567232,2.7067852,7.9908667,1.4320259,QSO
4.684233,10.817379,5.4050555,4.060166,4.243254,GALAXY
5.2167296,4.0985885,5.755921,4.3316226,0.9785708,GALAXY
6.564637,2.218329,2.0439994,8.553039,1.5149714,QSO
6.6928663,6.107536,5.586425,-1.0075364,4.1097355,GALAXY
9.626878,3.491397,3.78856,5.444703,0.23555388,QSO
6.3173556,5.779164,5.677634,2.2692726,10.102753,GALAXY
2.0187154,7.5197005,7.6338882,6.2966313,5.4459324,STAR
4.1713443,9.223309,6.624099,7.7580767,3.1211126,GALAXY
1.0994208,8.208335,5.819808,3.9442968,4.161881,STAR
4.1131425,2.0669959,8.138542,6.004006,9.012909,GALAXY
-0.23624992,5.911691,7.0890613,4.863632,5.7538924,GALAXY
2.346092,1.1152012,1.4455698,6.606057,4.8557167,GALAXY
5.469736,6.2254276,4.687737,0.9614851,2.1402032,STAR
2.2549715,4.4400873,7.760613,5.601828,7.6454163,GALAXY
6.3369226,6.245607,5.551716,-0.26148576,2.1069605,QSO
2.1617095,3.3259096,1.796462,8.461161,6.4774804,GALAXY
6.968816,5.79054,6.255258,-0.9904348,3.0759447,STAR
5.624954,2.2257159,2.5921876,7.2402897,2.150582,QSO
9.8899355,3.4879296,4.303938,3.6162853,0.16820289,QSO
8.243865,8.055341,5.680485,4.246227,7.9178944,GALAXY
3.507883,2.6792092,7.1160817,5.9503636,7.8511877,GALAXY
0.07984928,5.730327,7.0393367,4.913982,5.781262,GALAXY
5.1936183,2.4806044,5.4412737,4.8413258,10.166285,STAR
6.0661707,3.6447372,4.331748,2.6745663,10.197788,GALAXY
8.141861,1.7394124,2.9077268,8.441726,2.4342017,STAR
6.398141,8.220847,6.375665,4.351716,8.580471,GALAXY
4.2956033,9.441507,4.902785,3.2609315,4.247806,GALAXY
4.3619695,4.585033,7.0205336,3.9691086,10.339671,GALAXY
5.96641,7.3227954,5.2001057,-1.1538093,2.745343,QSO
5.12778,3.9620042,2.282692,7.5077176,6.456997,GALAXY
3.1497068,1.3657553,4.111614,7.293626,6.759421,GALAXY
7.252475,5.717238,5.898477,5.17035,1.9681965,STAR
2.9786198,2.359932,0.31522223,8.352745,4.7087607,GALAXY
6.818258,3.364627,4.63547,2.4604595,10.971105,GALAXY
6.291235,7.092899,1.1300726,0.64656705,4.4494414,GALAXY
3.4496887,11.026815,4.8289146,3.866264,4.4256406,GALAXY
4.3839855,4.644667,8.842735,6.509746,2.0421824,GALAXY
7.193756,6.9693666,1.9959326,2.1471338,4.9362335,STAR
3.203802,3.0125635,8.444617,5.746561,8.733906,STAR
9.1572485,2.9557605,2.6004877,7.486236,1.9390994,GALAXY
5.059236,5.1321263,6.7901387,3.4026186,10.630041,QSO
6.105985,7.518815,6.2251787,3.8920543,8.901319,STAR
1.1249386,1.7875428,1.4925603,7.4390354,4.7489276,STAR
6.839952,2.0336807,2.9393063,8.13081,2.1750972,QSO
4.834128,3.394138,1.886413,8.024735,5.4308367,STAR
5.70453,1.7690221,5.4684954,5.5973067,10.554161,GALAXY
9.104816,3.4202602,4.1672263,4.8170986,0.14441504,QSO
3.2008107,6.7963467,7.3934216,5.472836,8.19248,GALAXY
8.629594,3.4961984,2.6664703,7.4452863,1.4392513,QSO
5.722929,5.1520786,5.4245443,2.7655165,9.885754,GALAXY
2.5764778,6.5956244,7.5305037,2.2177594,3.5133886,GALAXY
7.5010715,4.9660325,3.8852391,3.4805734,2.442709,GALAXY
1.4609119,7.9129624,8.591806,6.7412047,2.052696,GALAXY
4.1462784,9.408151,6.7111,7.8001966,3.9182346,GALAXY
6.26912,5.534774,5.230777,2.905997,4.171818,STAR
1.7618449,8.35774,6.245078,3.455075,4.136124,STAR
5.745991,6.509833,4.7277966,0.269663,2.323558,QSO
6.8412232,7.5274415,8.457385,5.433244,3.3102975,STAR
0.1680111,8.952976,6.666443,2.986943,4.540003,GALAXY
7.8799076,3.1240947,4.8543468,3.096663,2.904013,STAR
2.2337449,6.1659408,8.540356,3.1341512,2.6070876,GALAXY
1.2356048,7.7915254,8.766139,6.479979,2.2042036,GALAXY
6.267434,4.5532346,4.8060455,3.9071448,1.7194669,GALAXY
3.243938,3.5841713,8.253034,5.4026365,9.150228,GALAXY
5.376064,10.33945,5.895862,4.1002855,4.0924225,STAR
1.9847249,4.6152654,7.3215632,5.526067,6.726909,GALAXY
5.7165294,1.9171386,5.265323,5.195777,10.674132,GALAXY
8.918603,5.8702517,2.1315398,2.6159422,3.3579016,STAR
7.4695582,2.5815656,3.503973,5.8945627,3.6641748,GALAXY
6.4525914,5.1253595,7.464195,5.559954,1.5796572,GALAXY
2.708865,3.9805558,8.231831,5.5530276,8.574177,GALAXY
6.163013,6.9182644,5.323862,-1.0098385,2.9783235,QSO
5.202277,2.8380654,4.02261,6.1232104,3.194252,QSO
5.0396686,1.058596,6.6599407,7.066946,8.880174,GALAXY
4.1868787,2.5052428,1.1681584,8.585272,4.6091666,STAR
1.6389132,1.4414113,0.5531359,7.1237044,4.445516,STAR
6.9513955,6.669664,0.6573452,1.1882533,3.7960417,GALAXY
5.3758626,8.415011,7.161824,4.822671,9.023035,GALAXY
8.239636,5.1394835,5.447263,1.3474804,-0.14879316,QSO
6.0502667,3.8262725,4.5195675,2.4812167,10.250364,GALAXY
3.525655,3.9122229,6.990123,5.28898,8.562539,STAR
1.9385806,2.2911224,0.9482833,8.056685,4.5453806,QSO
6.6412654,3.4934978,2.300849,5.6970787,9.251928,GALAXY
7.438389,4.7861185,6.267603,-0.33546215,2.9042535,STAR
4.6631274,5.7635036,6.644781,3.795713,9.866105,GALAXY
6.823147,2.5271354,2.5933626,4.7248206,10.302422,GALAXY
5.219817,1.2773293,6.0730853,7.0476837,9.280623,GALAXY
5.3483686,2.201117,5.9155545,4.8734713,10.596294,GALAXY
9.362566,3.3816602,4.3297863,3.6486735,0.31296694,GALAXY
5.774668,1.074789,0.6993201,8.993251,3.2904098,STAR
1.4731483,6.7136855,4.914202,3.5434058,3.4124894,GALAXY
4.9421225,8.414799,6.3078513,6.913475,2.5788848,GALAXY
5.589938,11.133475,7.1626706,4.851183,4.0936427,GALAXY
1.4972086,6.4854198,7.898094,5.8856745,7.157538,GALAXY
7.2889614,5.7954555,5.888439,5.1607924,2.051123,STAR
8.528823,6.7861605,2.4897428,3.4700403,3.9684563,STAR
1.8447657,1.1037157,0.8105006,6.7397833,4.6662936,QSO
6.698884,6.068916,5.278795,-0.8911837,4.6143203,STAR
6.021306,2.1804368,4.501532,4.1151094,10.979202,GALAXY
7.9169874,2.2428129,2.609141,8.872475,1.7127945,STAR
2.2211921,0.96374935,1.315565,6.6849985,4.696217,QSO
7.550752,4.5159054,3.1619377,4.0015683,8.904606,STAR
7.4664783,5.748201,5.6449924,0.808853,0.31975377,QSO
7.463357,2.1525319,2.358185,7.2337976,3.482574,GALAXY
0.4670422,8.447003,7.262429,2.3587592,4.368576,GALAXY
1.1123844,4.295321,8.212526,5.6622624,7.0237403,GALAXY
1.1504028,1.9978795,2.236563,7.5846615,5.3735256,QSO
4.862921,4.0996,2.2344763,7.8351398,6.5588093,STAR
7.3667564,5.4776535,4.5955577,2.1700408,9.475527,GALAXY
7.092066,5.951755,2.2988815,1.9875361,3.0956957,GALAXY
3.7921562,8.772207,6.835983,7.356913,3.0251288,GALAXY
3.7999449,1.6436157,6.5982547,6.595364,7.2748947,GALAXY
8.340078,6.79051,2.7317395,3.5360096,3.9602823,GALAXY
3.9746315,3.9325616,2.183171,8.276016,7.2048063,GALAXY
3.6694655,7.936847,5.7177606,2.479358,4.132716,GALAXY
4.574053,2.2731497,3.3491445,6.7445893,5.53301,GALAXY
6.290375,6.701573,3.73917,-0.30391166,5.1645584,STAR
3.4592774,2.1209023,1.5490348,7.412541,5.141284,GALAXY
7.4431763,8.685743,6.4206505,4.210906,8.642683,GALAXY
5.235598,3.947192,2.3214447,7.37665,8.096346,QSO
5.455313,7.986656,7.0954375,4.3422327,9.40425,GALAXY
5.042446,4.1527815,5.3171844,4.701219,8.844483,QSO
4.5249443,2.5931363,3.056776,7.8327065,8.67831,GALAXY
3.2546246,1.9074115,2.4289312,7.72515,3.799349,QSO
4.0876527,8.0241375,6.855015,6.5859995,1.7336137,GALAXY
1.4655043,1.8141032,2.2690654,7.333184,6.407682,GALAXY
1.7164707,7.432203,7.750849,6.248016,5.886494,GALAXY
8.186771,3.565328,4.057695,5.2739234,0.53995025,QSO
1.9266889,4.6552258,7.3137937,5.5048046,6.6884317,GALAXY
4.341947,9.0187025,6.5393434,7.550771,2.8219972,STAR
